	Y	Z	X1	X2	X3	X4	X5	e
65	7.770106584	0	-1.486546418	0	3	0.947360528	0.223669596	8.25E-20
66	0.412935935	0	0.377584599	1	5	0.668281583	0.678912402	0.000105642
67	7.337518848	0	-3.609917258	0	6	0.570894376	0.612247382	1.61E-39
68	2.341977541	1	2.931109723	1	6	0.676595768	0.78725242	1
69	3.09436533	0	0.306506676	1	5	0.772723232	0.904191182	1.87E-06
70	0.558398734	1	4.345223341	1	1	0.397700642	1.219259826	1
71	7.051208987	1	0.951019058	0	5	0.601064041	1.157590872	0.9819036
72	5.817818171	0	-1.419892862	0	6	0.856930969	0.696156617	3.18E-24
73	6.76277653	1	1.221452707	0	2	0.702357249	0.309994784	0.999999972
74	3.778425744	0	-1.868195263	1	7	0.622418663	1.408324275	2.05E-26
75	8.597027212	0	-2.5072668	0	5	0.805499603	0.935100958	3.00E-31
76	3.55162111	0	0.582892471	1	5	0.933028827	0.814724183	8.56E-06
77	3.207817409	0	-0.886583746	1	3	0.500132599	1.613660163	1.10E-11
78	2.137821888	0	0.002210703	1	6	0.641397112	0.153328109	4.60E-09
79	7.074508033	0	0.148682648	0	4	0.745930641	2.069136311	6.49E-06
80	2.704431033	0	-1.179041892	1	5	0.688869295	0.595477648	1.90E-18
81	4.423775093	0	-1.137337466	0	4	0.589840082	1.123883825	9.95E-16
82	4.805089878	0	-0.27035723	1	5	0.812289749	1.92622107	6.80E-12
83	9.372531244	1	2.356173993	0	6	0.936811842	1.129328795	0.999999995
84	7.716692413	0	-3.047133601	0	4	0.673860356	1.883143172	4.78E-33
85	3.199633556	0	1.187892375	1	8	0.827114811	0.354417281	8.90E-05
86	5.126702611	1	0.665900742	1	3	0.455474551	1.369307408	0.998477528
87	4.306197206	1	2.126199675	1	6	0.767257737	1.007138976	0.999999997
88	3.380420748	0	-0.608367847	1	3	0.711751406	0.918207271	1.20E-10
89	3.080144666	0	0.74003762	1	4	0.856732697	2.269509251	0.088353899
90	5.037828551	0	0.534197582	0	7	0.710636694	0.983534197	6.89E-07
91	3.412228937	0	-1.085040062	1	4	0.619263684	1.035758476	1.57E-15
92	7.140144462	1	2.415735612	0	3	0.722069963	1.279413182	1
93	6.054296886	1	2.320805231	1	6	0.880318433	1.107782658	0.999999998
94	5.887701969	1	1.400427299	1	4	0.792259823	1.224602343	0.999994782
95	2.425289419	1	3.173666909	1	4	0.504363043	1.345518864	1
96	3.982167007	1	1.116972851	1	6	0.61964384	0.640354598	0.977025814
97	4.286026458	0	-2.553184417	1	4	0.445470713	1.703149165	9.00E-27
98	2.053705235	0	-1.146530828	1	6	0.605622936	0.507471555	1.42E-18
99	7.238229797	0	-2.44922523	0	3	0.781803761	1.038477727	4.30E-27
100	4.099623263	0	-0.946801273	0	3	0.534337518	0.62145294	1.97E-12
101	3.209772042	0	-1.240733354	1	2	0.532441993	1.950826358	8.14E-14
102	1.354773855	0	0.084231746	1	7	0.842399419	0.349712423	8.45E-13
103	2.982564847	0	-1.821843297	1	6	0.570154711	0.580204702	5.59E-24
104	3.519347976	0	0.316057545	1	3	0.946040541	0.196681487	0.000382096
105	8.32103269	0	-1.309169288	0	5	0.920384974	0.536790121	4.32E-22
106	4.458354181	1	3.534574539	1	3	0.673672872	1.47312878	1
107	7.683660641	1	1.433414952	0	5	0.795105833	1.090264798	0.999847875
108	10.14239199	1	1.820348459	0	1	0.925889656	1.544376313	1
109	4.248181477	0	0.768370716	0	5	0.751786205	-0.161059951	0.031454884
110	4.291893688	1	3.364352161	1	6	0.670617515	0.38181641	1
111	6.617921571	0	-1.271472908	0	6	0.70044085	1.832968989	6.76E-21
112	0.170999393	0	-0.923289461	1	4	0.194839747	0.625369902	1.94E-10
113	1.113123884	1	2.864564477	1	6	0.500965071	0.448024729	1
114	4.411087861	0	-1.301392707	1	4	0.913205078	1.875690751	5.81E-20
115	6.179215712	0	-0.414761487	0	3	0.877001538	0.648205053	4.83E-10
116	3.230897003	0	-0.785615859	1	3	0.76844313	0.976915491	1.48E-12
117	4.923224608	0	-0.639985737	0	5	0.767486074	1.075390352	1.28E-14
118	4.532087147	0	-0.558226606	0	5	0.591437195	0.745996918	5.37E-12
119	9.568762565	1	0.988376663	0	4	0.837056167	0.136694812	0.953753078
120	2.334528236	0	-0.354660965	1	7	0.637786707	0.802286889	1.68E-13
121	2.460366609	0	-1.011914924	1	6	0.815464284	0.294239058	3.86E-20
122	7.07201013	1	2.68607765	0	4	0.356355693	1.541934828	1
123	6.367506223	0	-0.429158817	0	7	0.666195369	1.585111175	1.40E-14
124	2.09363972	0	-0.35911306	1	5	0.536989386	1.14737727	1.12E-09
125	1.421750979	0	-0.200381482	1	7	0.652284761	0.722786169	2.21E-12
126	8.494527631	1	1.425332614	0	4	0.815629834	0.798279655	0.99999494
127	1.7585172	0	-0.147128808	1	3	0.731382243	0.36593839	9.07E-07
128	-0.628761844	0	-0.075268343	1	3	0.425705502	0.995430781	0.000373974
129	4.762663063	0	-1.363320958	1	5	0.705798974	1.170879661	3.13E-20
130	2.749678168	0	-0.648540544	1	6	0.596641297	1.197019834	3.92E-14
131	0.949268753	0	0.120320881	1	3	0.598948804	0.618502244	0.001388954
132	6.439272699	0	-1.177788973	0	8	0.659480154	1.745164008	2.06E-22
133	5.132456679	0	1.062992385	0	7	0.819884843	1.577269813	0.00058922
134	5.144326885	0	-3.036788164	1	5	0.764636107	0.571873	2.09E-35
135	2.027006	0	0.613115722	1	5	0.773645447	1.285534362	0.000842056
136	7.891607209	0	-3.072899647	0	5	0.639159799	1.063766311	2.34E-34
137	2.37146376	0	-0.601952254	1	4	0.534841964	1.423500813	1.34E-10
138	4.153313637	0	-1.056559809	0	5	0.613856111	0.611254023	1.44E-16
139	4.572103823	0	-1.304189561	1	7	0.78693477	1.430780567	5.13E-24
140	3.035211599	0	-0.113793556	1	8	0.748872079	1.445402927	1.01E-14
141	4.840191766	0	-3.828718851	1	3	0.814968597	0.049328765	2.72E-39
142	6.4346214	1	2.353166624	0	4	0.654686718	0.761304518	1
143	3.503572177	0	-3.329944872	1	6	0.405645162	1.184827581	6.19E-35
144	6.401116586	0	-0.927060803	0	6	0.734345988	0.801971824	2.40E-18
145	6.061023245	0	-2.23184021	0	4	0.69617931	-0.225860034	3.69E-26
146	6.181745023	0	-1.501638002	0	7	0.768024578	0.662219857	1.92E-25
147	3.807000542	1	4.174333091	1	8	0.646692696	0.873061553	1
148	5.060224564	0	0.034791239	0	4	0.860886306	-0.2735453	6.68E-08
149	3.134921948	0	-2.572601061	1	6	0.489726599	0.843183625	1.88E-29
150	4.69319698	0	-3.281211069	1	2	0.675132581	0.53384051	3.70E-32
151	10.26950095	1	0.900374203	0	3	0.973035935	0.70761209	0.968075768
152	3.793256166	0	-0.037119665	0	5	0.781789538	1.075604478	1.55E-09
153	2.967814872	0	-0.636136749	1	5	0.866508229	0.358091234	1.17E-15
154	3.487621364	0	-1.858724295	1	5	0.584818892	0.745320454	3.20E-23
155	4.893358197	0	-2.97492062	0	6	0.269935333	-0.169012946	4.40E-30
156	4.115199578	0	-2.150384593	1	5	0.678881583	1.088536822	8.94E-27
157	4.91606393	1	2.000057607	1	5	0.765004558	-0.008016942	0.999999999
158	2.728665406	0	-1.24253339	1	4	0.696189363	1.026507047	1.45E-17
159	3.184147984	0	-2.768853695	1	6	0.358409422	2.010357513	1.91E-29
160	2.868950208	1	3.738581245	1	5	0.774792276	0.539743711	1
161	10.13100407	1	0.850200755	0	3	0.756974193	1.284321226	0.996492724
162	1.11352551	0	-0.477294202	1	6	0.701423545	0.078881597	5.19E-14
163	2.251968672	1	2.116966097	1	5	0.288188554	1.028543125	1
164	7.870867038	1	1.772845303	0	5	0.596947325	1.757978133	0.999999999
165	0.679803435	0	-1.238486096	1	5	0.215432481	1.171889562	8.01E-14
166	5.814642037	1	4.412204929	0	6	0.848778854	1.497236527	1
167	4.226276631	0	-0.51005406	0	4	0.775069132	0.781383833	6.88E-12
168	3.863800473	0	-2.8489893	1	5	0.543267724	0.755682608	2.27E-31
169	2.011543927	0	-0.288799204	1	9	0.687322227	1.358668135	1.15E-16
170	6.076624241	0	0.415076678	0	3	0.613410358	1.803321453	0.289128225
171	5.264499804	1	4.615956798	0	3	0.792343859	0.656393268	1
172	6.014995337	0	0.211604736	0	7	0.719366177	0.887138854	8.01E-10
173	4.72240979	1	0.913997611	1	5	0.59082429	1.183646184	0.970952496
174	2.413705526	0	-0.154305871	1	5	0.613448557	1.505399607	9.98E-09
175	3.163351152	0	-0.668001685	1	4	0.643519126	1.495518392	4.06E-12
176	-0.338155679	0	-0.069452057	1	5	0.362906065	0.706762234	2.86E-05
177	3.956049637	1	1.575279211	1	6	0.759941667	1.357939306	0.999834659
178	4.200369422	1	4.150490017	1	1	0.834245074	0.621799732	1
179	1.305395705	1	2.054784878	1	2	0.374582157	0.302914711	1
180	5.08427243	1	2.415816797	0	3	0.649658138	-0.005571462	1
181	6.974739374	0	-2.462646843	0	6	0.558380283	0.862218208	2.16E-29
182	7.905962218	1	1.96779114	0	5	0.701696029	0.730845554	1
183	0.666150194	0	0.439849607	1	4	0.452831151	0.091510376	0.435454448
184	3.92169478	0	-2.934500058	1	3	0.672237054	1.264107059	1.36E-30
185	7.012804897	1	1.042045485	0	5	0.568835364	0.620071058	0.998668379
186	5.412011613	0	-0.317509209	0	4	0.698477477	0.377374059	1.50E-09
187	4.483185622	1	2.929174624	1	6	0.696526982	1.99403936	1
188	6.176558953	0	-1.532163999	0	4	0.654299209	1.166179814	1.02E-19
189	1.181934824	0	-0.860423508	1	4	0.532408481	1.114722104	7.98E-13
190	2.588228161	0	-1.852218995	1	2	0.561932148	1.173096357	2.96E-19
191	3.552721686	0	-0.354207923	1	4	0.882066079	0.365690211	1.83E-11
192	3.132484048	0	0.804023559	1	5	0.715937649	1.79115053	0.139677628
193	4.086089402	0	-1.463496346	0	7	0.33017714	0.729572757	1.86E-18
194	6.894658973	1	1.660746336	1	6	0.943401181	1.279604083	0.992702443
195	2.396915016	0	-2.416165573	1	3	0.445487053	0.628849333	1.29E-24
196	5.969212899	0	-2.095968826	1	6	0.897389654	1.389850633	1.27E-30
197	7.484204286	1	2.882315414	0	6	0.708093442	0.637950825	1
198	1.854079002	0	-2.031694931	1	5	0.772171782	-0.009215461	9.31E-27
199	3.383748965	0	0.823949425	1	4	0.927497508	1.427625532	0.111951396
200	3.7729571	0	-0.762152102	1	3	0.754627331	1.324474777	2.91E-12
201	4.064571131	0	0.818803679	0	7	0.511571117	0.644855005	0.178152415
202	2.977061003	1	3.377746572	1	4	0.631988127	1.076681316	1
203	3.222987353	1	3.173176867	1	4	0.770603106	0.287272012	1
204	7.078923947	0	-0.661815601	0	3	0.764190844	1.755056991	1.88E-11
205	7.381955001	0	-4.570471071	1	5	0.826561186	1.796265318	2.12E-49
206	4.872928208	1	4.99532318	0	5	0.569183539	1.144636806	1
207	7.697142439	1	1.334132334	0	3	0.557494127	1.851711207	0.999999989
208	10.04633345	1	1.082654672	0	5	0.861567685	1.645415843	0.528444582
209	5.045382797	0	-0.026799046	0	2	0.619731968	1.424163744	0.001189181
210	7.369663778	1	1.020216846	0	5	0.513196	1.175207183	0.999486854
211	2.511012109	0	-0.328751664	1	6	0.683798437	0.997580282	1.72E-12
212	4.987584304	1	0.841389287	1	5	0.617387359	0.970044898	0.80108696
213	5.392700724	0	-0.800493488	1	6	0.972653663	1.031731139	2.37E-20
214	6.640130544	0	-2.740415755	1	5	0.839170003	1.634105506	1.22E-33
215	7.112763105	1	1.975676535	1	6	0.921845918	1.533671516	0.999992919
216	1.583815311	1	3.039490051	1	4	0.505086695	0.446544523	1
217	5.974669132	0	-0.617481138	0	8	0.758653234	0.399163732	2.87E-19
218	6.429187964	0	-2.506579511	1	1	0.856059167	1.222598076	2.34E-24
219	4.516496523	1	1.284482611	1	4	0.525278736	0.759550812	0.999999746
220	1.841721411	0	-0.089418274	1	4	0.605262	1.154218598	9.25E-07
221	4.264365957	0	-3.466436814	1	5	0.749049954	0.658896104	5.73E-39
222	4.567409233	0	0.004263719	0	6	0.678144281	0.463316736	1.59E-09
223	0.160020192	0	-1.260600668	1	2	0.371546568	0.874458585	2.73E-13
224	5.461368139	0	-0.68193716	1	4	0.818972796	0.993608561	9.19E-14
225	7.899799291	0	-2.313144725	0	3	0.519028654	2.212596525	3.37E-24
226	4.260295009	1	3.606283816	0	5	0.445051895	0.298351867	1
227	2.669405062	0	-0.662264073	1	2	0.556709252	0.971167821	6.76E-09
228	4.866908036	0	-3.211026825	1	6	0.72992386	0.930982646	3.97E-38
229	3.295305549	0	0.394386877	0	5	0.684527951	-0.34399005	9.85E-05
230	-0.757064867	0	0.526351293	1	6	0.530002106	0.707003116	0.004618586
231	2.309812276	0	-1.971653401	1	7	0.545950597	1.182926451	3.77E-26
232	6.740642267	0	-5.777841343	1	2	0.682394555	1.227679769	7.09E-54
233	2.251498585	0	-1.280963405	1	4	0.728133207	0.006437416	3.54E-18
234	5.610585263	1	1.141015272	1	6	0.83185048	0.302399067	0.105721499
235	4.700070245	0	-0.119446552	1	5	0.913830303	0.859100978	1.10E-11
236	1.150937912	0	-0.196357488	1	5	0.66958261	0.250567023	1.06E-09
237	6.408882783	1	1.121641457	1	5	0.683933826	1.944509512	0.995200744
238	5.090569539	0	-2.372917277	1	3	0.643133367	1.091599164	1.58E-25
239	2.053198338	1	2.193554089	1	4	0.436663263	1.536726314	1
240	5.394139659	0	-0.010688057	0	4	0.753055238	0.756485132	2.32E-07
241	6.503892792	1	1.414621335	1	5	0.894497513	1.27046385	0.997348537
242	5.398774313	1	2.068215469	0	4	0.339627502	1.531637729	1
243	0.950587358	0	0.44696083	1	7	0.488097621	0.226039542	0.000290331
244	3.653253167	0	-1.757415226	1	6	0.790690819	0.867024268	2.71E-26
245	3.326537052	1	2.325929112	1	6	0.539868006	0.701987416	1
246	3.387687385	0	-4.00032989	1	2	0.275479366	0.904458727	1.14E-36
247	6.515108566	0	-1.08958148	0	7	0.888831087	1.202448709	1.06E-23
248	4.173743131	0	-0.511341418	1	4	0.902670057	0.689089753	5.22E-13
249	5.64514116	0	-0.332242074	1	2	0.954954926	1.721657428	9.27E-08
250	6.004393161	1	2.040927818	1	6	0.919792942	1.35817209	0.999998195
251	1.782339908	0	0.272443786	1	5	0.757359831	0.207070216	1.39E-06
252	0.456395861	0	0.814335207	1	6	0.709941484	0.057808965	0.006616565
253	3.266215427	0	-0.139309626	1	5	0.786756499	1.257676811	1.77E-10
254	0.709249145	0	-0.495328683	1	4	0.516477956	1.173772409	1.63E-09
255	4.824837798	1	1.391101613	1	8	0.60031637	1.313192176	0.978318533
256	9.081085962	1	2.292456714	0	5	0.910678417	0.672645681	1
257	8.905809678	0	-4.80619243	1	6	0.948008888	1.454987627	7.99E-55
258	4.44094963	1	1.14547911	1	5	0.800103507	0.25819495	0.94819112
259	2.343252844	0	0.749448814	1	5	0.84212477	0.858102722	0.002319358
260	4.472253071	0	-0.850535443	0	9	0.839562244	0.44311512	1.60E-24
261	6.341584686	1	1.902025615	1	4	0.72848963	1.751690071	1
262	4.160423891	0	-0.778474363	1	4	0.831083132	1.077804768	1.05E-14
263	3.905717816	0	-0.568661324	1	7	0.939710448	1.591301942	5.98E-20
264	4.590145762	1	1.714819556	1	6	0.656652258	0.782599609	0.999999542
265	8.718874956	1	3.439254598	0	5	0.94525751	0.99377463	1
266	-0.994681536	0	0.540109802	1	6	0.383425534	0.840469554	0.33168587
267	3.828740348	0	-0.84436802	1	4	0.868537122	1.677019175	1.32E-15
268	4.706952296	0	-2.37822659	0	5	0.491265684	0.335646996	1.02E-26
269	5.845344936	0	-0.662065958	0	3	0.69781928	1.950328399	5.05E-11
270	6.6645553	0	-1.879658653	1	5	0.872309201	1.331098318	1.59E-26
271	3.498394041	0	-0.517865166	1	5	0.889428154	1.150030953	7.00E-15
272	4.623650665	0	0.788758336	0	8	0.607879764	1.023345383	0.000195447
273	2.471501159	0	-1.703714184	1	4	0.345346253	1.508482049	1.59E-18
274	3.339411666	1	5.298333762	1	4	0.759490539	1.292882858	1
275	6.563729098	1	0.312023351	1	1	0.755295618	1.531503477	0.921578435
276	2.972019772	1	2.260414535	1	4	0.586649041	0.552509547	1
277	4.927129921	0	-4.57824796	1	4	0.597856013	1.225660053	1.10E-45
278	6.126268444	1	1.482002314	1	4	0.775275427	1.190189617	0.999999273
279	2.295933827	0	-2.632490321	1	5	0.42869306	1.997232496	3.02E-28
280	4.167673801	1	1.839607355	1	6	0.742165775	0.471045752	0.999999509
281	5.363640658	1	0.796260311	1	5	0.575153125	1.363998807	0.824390001
282	2.874850945	0	-0.815057159	1	4	0.976164548	-0.051862552	2.76E-16
283	6.992662229	1	2.64851726	0	2	0.640844966	1.176118693	1
284	3.636080169	0	-1.402463338	1	9	0.671378183	0.677375563	4.98E-26
285	4.56183979	0	-1.161228608	0	2	0.482666464	0.407706086	6.57E-13
286	5.916998049	0	-2.002144362	1	4	0.957722131	1.463838811	1.95E-26
287	2.00044047	0	-1.336357214	1	4	0.369442236	0.901439143	1.53E-15
288	8.194833172	1	1.890369907	0	5	0.776732299	0.69859581	0.99999999
289	6.374619014	1	0.867404299	0	6	0.371727079	0.890629137	0.997967134
290	2.533506738	1	2.010318435	1	6	0.271112037	1.163398013	1
291	1.253915478	0	-0.780237328	1	4	0.440609323	1.670672593	2.49E-11
292	6.26724733	1	0.752740584	0	2	0.367108054	0.837066963	0.999988621
293	4.800340531	0	0.488329849	0	5	0.71911166	1.07213893	0.000271522
294	8.924893007	0	-2.852514685	0	5	0.958100059	1.303904977	6.62E-36
295	4.806750408	1	3.556858575	0	5	0.613633891	0.933047145	1
296	1.621915701	0	0.268895322	1	3	0.941178096	0.365708568	0.000160066
297	4.368819865	1	1.531197998	1	5	0.560286407	0.640027779	0.999999939
298	4.578247659	1	1.910273354	1	2	0.803210942	0.973705638	1
299	4.221350498	0	-0.101131403	1	5	0.898249139	1.349043336	2.34E-11
300	3.381821684	0	-0.61163084	0	6	0.515848325	0.288935644	9.26E-13
301	8.027979192	1	1.787347405	0	5	0.931930213	1.152357729	0.999996077
302	4.179579445	0	-2.094596298	1	6	0.661903931	1.387822518	1.52E-27
303	3.645247742	1	3.942674772	1	6	0.687040989	1.918822462	1
304	1.984190263	0	-0.767264213	1	6	0.560507614	1.024362357	1.08E-14
305	3.242606046	1	3.308290605	1	1	0.82410531	0.75637915	1
306	2.579875528	1	3.024425388	1	6	0.624270265	1.266621952	1
307	4.660692447	0	0.165931467	0	3	0.795638835	0.340888216	0.000181159
308	5.923782074	1	1.13444183	0	4	0.343838048	1.171035772	0.999999864
309	1.959591548	0	-2.049096959	1	5	0.521228782	1.524508082	3.49E-24
310	2.437614364	1	0.646013006	1	4	0.22264421	1.133415201	0.999789828
311	3.367947748	1	2.087224917	1	7	0.586981981	0.553083211	0.999999999
312	7.062139843	0	0.198156974	0	2	0.842814666	1.385601746	0.011373762
313	6.503094354	0	-0.908273818	0	5	0.740814551	1.389776306	1.17E-16
314	7.124876143	0	-1.311563705	0	6	0.745796941	1.117358947	7.78E-22
315	1.84098275	0	-0.071844845	0	3	0.337567863	0.472672425	0.001500561
316	7.635517354	1	2.138322921	0	2	0.608109515	1.595387204	1
317	2.341879276	0	-0.967949861	1	5	0.738767736	0.008647994	3.73E-17
318	3.645765344	0	-0.242020223	1	6	0.947579625	0.82579555	3.56E-15
319	7.950996872	0	-2.588280008	0	6	0.77960416	0.911978751	2.30E-33
320	3.449461822	0	0.988625672	1	6	0.84512212	0.838856785	0.003754083
321	3.345492916	1	2.61580304	1	7	0.739172988	0.412529529	1
322	3.455231055	1	2.994082019	0	6	0.305732412	0.293614774	1
323	7.688264664	1	1.629405462	0	5	0.643399756	1.22581303	0.999999932
324	5.407371107	0	-3.73957758	1	4	0.670555202	0.737350825	4.94E-39
325	1.791571572	0	0.964059008	1	7	0.820781121	0.783212024	7.90E-05
326	3.615453341	0	0.912271207	1	7	0.806921786	1.73996668	4.55E-05
327	1.919992285	0	-0.706800572	1	4	0.658253983	-0.067493483	1.39E-12
328	0.880679876	0	0.340978942	1	5	0.489973952	1.1988344	0.004364968
329	6.084430611	0	-1.728071908	1	5	0.833786512	1.603382841	8.66E-25
330	0.441114032	0	1.358461548	1	7	0.788829095	0.866887086	0.391791637
331	5.690122614	0	-0.654202029	0	4	0.33819223	1.351253942	2.40E-09
332	4.766713947	0	-3.13816437	1	4	0.639815469	0.980153565	1.53E-33
333	3.117473526	0	-0.734901512	1	4	0.532893877	2.165793958	9.73E-12
334	7.379705186	1	2.728869858	0	5	0.713057012	0.518250008	1
335	7.21972728	0	-0.668562729	0	7	0.882521157	0.631120299	6.00E-20
336	5.67441385	1	1.465500084	0	5	0.44370416	1.412269781	0.999999988
337	5.823408365	1	1.89317128	1	2	0.773602915	0.366466933	1
338	6.500453019	0	0.008797409	0	4	0.868284262	1.414958825	3.42E-08
339	3.756759581	0	-0.704644611	1	5	0.453401163	1.471734208	9.05E-12
340	5.004165295	0	-1.059391018	1	6	0.970494617	2.042755868	1.43E-22
341	3.735678838	1	1.479178451	1	6	0.525264407	0.378644921	0.99999901
342	2.704852585	0	-2.126914831	1	6	0.684229815	0.134804886	4.08E-28
343	5.202620922	1	0.492421687	1	4	0.524477558	1.404503815	0.344993988
344	5.361907691	0	-0.578998733	0	5	0.579919655	1.435228926	4.73E-12
345	5.917868559	0	-4.529778713	0	5	0.25506337	0.339169679	7.68E-43
346	3.697623073	0	-2.817700912	1	2	0.653255193	1.233844635	4.88E-28
347	6.296819004	1	1.832038658	0	5	0.643162326	0.605171278	0.999999999
348	1.535854509	0	-0.382557901	1	2	0.789068649	0.481115895	1.78E-07
349	8.266567338	1	1.606566432	0	3	0.752371386	0.687932541	0.999999999
350	7.098518603	1	3.774948927	0	7	0.734136086	1.648288682	1
351	3.573555051	1	2.947762362	1	3	0.449214077	1.642607392	1
352	7.103702546	1	1.354536985	0	5	0.421213304	2.019288032	0.999999936
353	6.939963173	1	0.759925373	0	7	0.351223047	0.928463068	0.94812753
354	0.264893889	0	-0.385596853	1	6	0.343307293	1.13268866	1.51E-08
355	6.187557296	1	3.15578359	0	4	0.529844585	0.231707643	1
356	5.080472832	1	1.192468219	1	5	0.561570142	1.129171444	0.999945109
357	6.680789784	0	-2.347153882	0	4	0.690765747	0.652273737	4.10E-27
358	1.211764111	0	-0.31128507	1	3	0.658593379	0.401624602	1.01E-07
359	4.226145859	0	-3.837819641	1	3	0.425577967	1.418745251	7.81E-37
360	3.536640512	0	-0.390517692	0	6	0.617959078	-0.079645211	3.60E-12
361	7.841392826	0	-5.18465534	0	4	0.516893551	0.242791516	3.00E-50
362	6.160268637	1	2.628004334	1	1	0.909032612	1.876883385	1
363	4.197988234	0	-1.271086002	1	6	0.638316107	1.066932172	4.40E-20
