	Xcont.1	Xcont.2	Xcat.1	Xcat.2	Treat	Y
48	-1.251985886	-0.013069663	0	1	0	0
49	-0.523828119	-1.725795962	0	0	1	0
50	-0.496849957	-0.730853574	0	0	0	0
51	-1.806031257	-0.215413865	0	0	0	1
52	-0.582075925	0.490206669	1	0	0	1
53	-1.108889624	0.059393424	0	0	0	0
54	-1.014962009	0.058312053	0	0	0	0
55	-0.162309524	1.838363107	0	1	0	0
56	0.563055819	0.387650899	1	0	0	1
57	1.647817473	-0.280550725	1	1	0	1
58	-0.773353424	-0.428517738	1	1	0	1
59	1.605909629	0.095324936	0	0	0	0
60	-1.157808548	-0.813331409	0	1	0	0
61	0.656588464	1.368190077	0	0	0	1
62	2.548991071	-0.28753603	0	1	0	1
63	-0.03476039	-0.528552423	1	0	0	1
64	-0.66963358	-0.873012923	0	0	0	0
65	-0.007604756	0.935893072	0	1	0	0
66	1.777084448	-1.277267323	0	0	1	1
67	-1.138607737	-0.468739839	0	0	0	0
68	1.367827179	0.312516273	1	1	0	1
69	1.329564791	-0.108322302	0	0	1	1
70	0.336472797	0.250790417	0	0	0	1
71	0.006892838	-1.316193394	0	0	0	1
72	-0.455468738	-0.430075449	1	0	0	0
73	-0.366523933	-1.704109698	1	1	0	1
74	0.648286568	-0.842137365	0	0	1	1
75	2.070270861	1.148250595	1	0	0	1
76	-0.153398412	0.252831536	0	0	0	0
77	-1.390700947	0.085287186	1	0	0	0
78	-0.723581777	-0.933626131	1	1	0	1
79	0.258261762	-0.556819606	0	0	1	1
80	-0.317059115	-1.016370319	1	1	0	0
81	-0.177789958	0.05352525	0	1	0	1
82	-0.169994077	0.765133606	1	1	0	1
83	-1.372301886	0.299194815	0	1	0	0
84	-0.17378717	-0.617615748	0	0	0	0
85	0.850232257	0.552787314	0	1	0	1
86	0.697608712	0.387908499	1	0	0	0
87	0.549997351	0.843210942	1	0	0	0
88	-0.402731975	-0.440627586	0	0	0	1
89	-0.19159377	-1.179365373	0	0	1	1
90	-1.19452788	-0.084569065	1	0	0	0
91	-0.053158819	0.302777695	0	0	0	0
92	0.255196001	1.559093731	0	0	0	1
93	1.705964007	-0.069662527	0	0	1	1
94	1.001513252	0.427039414	0	1	0	1
95	-0.495583443	-0.083263198	1	0	0	0
96	0.355550297	2.156397741	0	0	0	0
97	-1.134608044	1.337968059	1	0	0	1
98	0.878203627	-0.232304447	0	1	0	1
99	0.972916753	-0.12740409	0	0	0	0
100	2.121117105	-0.021685404	0	0	0	1
101	0.414523534	0.113254084	0	0	1	1
102	-0.474718474	-0.56509541	0	0	0	1
103	0.065993494	0.080700387	1	0	0	0
104	-0.502477782	-0.695771407	1	1	0	0
105	-0.825998587	-1.096202133	0	1	0	0
106	0.16698928	0.804440558	0	1	0	1
107	-0.896264626	0.65664412	0	0	0	0
108	0.168185388	-0.568030677	0	1	0	1
109	0.354968261	1.272785841	1	1	0	1
110	-0.052105117	-0.192543916	0	0	0	0
111	-0.195934619	-0.283665219	0	0	0	1
112	-0.649069752	-0.953671713	0	1	0	0
113	-1.109767231	-0.024350646	0	1	0	0
114	0.849274203	-0.136985965	0	0	0	0
115	0.022362526	0.067518391	1	0	0	0
116	0.831140617	0.44516836	0	1	0	1
117	-1.244287851	0.906600388	1	0	0	1
118	0.169026414	0.327410566	1	0	0	0
119	0.673166307	0.992561627	0	0	0	1
120	-0.026276376	1.065400574	1	0	0	0
121	-0.191392169	-2.930482055	0	0	1	0
122	-0.781906647	-0.362773743	0	1	0	1
123	2.058161988	0.569932538	0	0	0	1
124	0.750501453	-1.119635472	0	0	1	0
125	1.824208302	-0.960650359	1	0	1	1
126	0.080059641	0.273736472	0	0	0	0
127	-0.631409299	-0.441423289	1	1	0	0
128	-1.51328812	-1.731487818	0	0	0	0
129	-0.636099831	0.905854844	1	1	0	1
130	0.226301532	-0.840839642	0	0	1	1
131	1.013690347	0.386347855	0	0	0	1
132	0.252750135	0.412430114	0	0	0	1
133	-1.171948313	1.521268643	1	0	0	1
134	0.668714329	0.196564235	0	0	0	0
135	-1.650100935	0.665610353	0	1	0	1
136	-0.365852248	1.140591092	1	0	0	0
137	-0.316118329	-0.406381128	0	0	0	0
138	-1.948246047	-1.655561354	0	0	1	0
139	0.920057522	0.142930036	0	1	0	0
140	-0.622871595	1.325914308	1	0	0	0
141	-0.33403665	-1.406277661	0	1	0	0
142	1.395147893	1.012131615	1	0	0	1
143	0.636674411	-0.060130843	1	0	0	1
144	-0.108431697	0.099481424	0	1	0	0
145	0.513762778	-0.349221798	1	0	0	0
146	0.399271807	1.03685328	0	0	0	1
147	1.662856447	1.424156479	0	0	0	1
148	0.275893404	1.570848791	0	1	0	0
149	0.506272623	-0.967400733	0	0	1	0
150	0.347551975	0.759285844	1	0	0	1
151	-0.377237647	-0.376189654	0	0	0	0
152	0.097619463	-0.983409414	0	1	0	0
153	1.638744645	0.389895101	0	0	0	1
154	-0.875592474	-0.017950714	0	1	0	0
155	0.121759999	0.791724605	0	0	0	1
156	1.362130661	1.792397876	0	0	0	1
157	-0.234621087	1.036716885	0	0	0	1
158	-1.053382808	-0.695685616	1	0	0	1
159	-0.869783606	0.139622665	0	0	0	0
160	-0.39012703	1.413245494	1	1	0	0
161	-0.847350073	1.174437596	0	0	0	0
162	-0.260639392	-1.584781583	0	0	1	1
163	-0.414419706	0.946429921	0	0	0	0
164	-0.183050798	-0.340514085	0	1	0	1
165	0.407056098	-0.625362691	0	1	0	0
166	0.624633128	-1.101202229	0	1	0	1
167	1.678205744	-0.31179546	1	1	0	1
168	-0.068693654	0.688656505	0	1	0	0
169	-0.320839913	1.435271878	1	1	0	1
170	1.471005717	0.138907098	0	0	1	1
171	1.704329398	-0.073052386	1	0	0	1
172	0.043244038	-0.202335938	0	0	0	0
173	-0.332657319	0.953799336	0	0	0	0
174	-1.822235418	-1.081193447	0	0	1	0
175	1.411262399	0.250018705	1	1	0	1
176	-0.837582434	1.021621981	0	1	0	1
177	-1.123762794	1.061851511	0	0	0	0
178	3.043765886	0.41707021	0	1	0	1
179	0.235021308	-1.162366151	0	0	1	0
180	-0.03325861	-0.82108473	0	0	1	0
181	-2.732219523	-0.720488258	0	1	0	0
182	-0.099790588	-1.443271969	0	0	1	0
183	0.976031735	0.040020334	1	0	0	0
184	0.413868915	1.222946684	0	0	0	0
185	0.912322162	-2.446693917	1	0	1	1
186	1.983732201	0.758387892	1	0	0	0
187	1.169108514	-0.202661654	1	0	0	1
188	-0.508737015	-0.769133847	1	0	0	0
189	0.704180178	0.770008811	1	0	0	1
190	-0.198416274	0.648385159	0	0	0	0
191	-0.538070789	0.096217379	1	0	0	0
192	-2.855758655	-0.919643353	1	0	0	0
193	-0.789646852	-0.704861777	1	0	0	0
194	0.487814635	-1.617234062	0	0	0	0
195	2.16803254	1.880893908	1	0	0	1
196	0.500694614	-0.155594361	1	0	0	1
197	0.620210204	-0.754513749	1	0	0	0
198	-0.96590321	-2.160952444	0	1	0	0
199	0.162654708	-0.42946168	0	1	0	1
200	-2.078237542	-0.549127905	0	1	0	0
201	0.485226821	-1.402315883	0	1	1	0
202	0.696768779	2.383971823	0	0	0	1
203	0.185513916	0.872944351	0	0	0	1
204	0.700733516	-1.535665887	0	0	1	1
205	0.311681029	1.133975251	0	0	0	1
206	0.760462362	1.044840161	0	0	0	0
207	1.842463626	0.589830689	1	0	0	0
208	1.112362841	0.399103735	1	0	0	1
209	0.032663958	0.144949185	0	0	0	1
210	-1.114448965	0.619161218	0	0	0	1
211	0.418057822	-1.032619106	0	0	1	0
212	-0.400235237	-0.649356138	0	0	1	0
213	1.493493103	-1.002007258	0	0	1	0
214	-1.60708094	-0.16588096	0	0	0	0
215	-0.415751788	0.146656295	0	0	0	1
216	0.422008373	0.602056524	1	0	0	1
217	-0.151736537	0.529055525	0	0	0	0
218	-0.606151115	1.445695841	0	1	0	1
219	-0.304721069	0.597309287	0	0	1	1
220	0.6295361	1.256316921	1	0	0	1
221	0.89517198	1.097442043	0	1	0	1
222	0.660212632	-0.588460413	0	0	1	1
223	2.27348352	0.751301282	0	0	0	1
224	1.173497573	0.453514341	0	0	0	1
225	0.287709728	0.119178234	1	1	0	1
226	-0.659770094	-0.903387708	0	0	0	0
227	2.919140131	0.587982457	0	0	0	0
228	0.6774155	0.063728748	0	0	0	0
229	-0.684320344	-0.354835855	0	0	0	0
230	0.186492083	0.922495744	0	0	0	1
231	-0.3243933	0.992325369	1	1	0	1
232	-0.274704218	0.873563902	1	1	0	1
233	-0.933503341	-2.611043461	0	0	1	0
234	0.116845345	-0.897316833	0	0	1	0
235	0.319160239	0.937235319	0	0	0	0
236	-1.077542123	-0.745336335	0	0	0	1
237	-3.233152133	0.40853963	0	0	0	0
238	-0.254874653	0.182912673	0	1	0	0
239	0.02951783	1.107402291	1	0	0	0
240	0.594273774	-0.71037167	0	0	1	1
241	0.059135168	-0.057802369	1	1	0	0
242	0.413398895	0.344923417	0	0	0	1
243	-1.097772175	1.272654447	1	1	0	1
244	0.711175257	-0.177380835	0	0	1	0
245	0.71888873	0.290405997	1	0	0	1
246	0.251651069	-1.342848206	0	0	1	0
247	1.357274436	0.63305003	0	0	0	0
248	0.404468471	0.206819706	0	0	0	0
249	0.26436427	0.639307343	0	1	0	1
250	0.268043904	-0.410670565	0	1	0	1
251	0.436930577	1.685356621	0	1	0	1
252	1.060123905	-0.139826104	0	1	0	1
253	0.452190397	0.121138749	0	0	0	1
254	0.663198616	-0.105679176	1	0	0	0
255	-1.136373554	0.846304891	0	0	0	0
256	-0.370497517	-0.768449024	0	1	0	0
257	1.47696959	0.201462405	0	0	0	1
258	-1.223903751	0.574569598	1	0	0	0
259	0.258068387	-1.245239888	1	0	0	1
260	0.405002805	0.227718808	1	0	0	0
261	0.975803322	-0.593802062	1	0	0	1
262	-0.348876737	1.428810786	0	0	0	1
263	0.158625439	0.704898069	0	0	0	0
264	-1.763255067	-1.725133909	1	0	1	0
265	0.338596047	0.919284782	0	0	0	1
266	-0.66656503	0.217740927	0	1	0	1
267	-0.238646624	-0.561324762	0	1	0	0
268	-1.187765282	-0.355585628	0	1	0	1
269	0.384935322	-1.272142167	0	1	0	1
270	0.666579516	0.386196852	0	0	0	0
271	-0.304613889	-1.638523138	0	1	0	1
272	1.825011064	-0.140262777	0	0	1	1
273	0.670559371	0.455175608	0	1	0	0
274	0.948632573	0.083383362	1	0	0	1
275	2.049403002	0.859173322	0	1	0	1
276	-0.651113609	0.050548105	0	0	0	0
277	0.808619273	2.308944104	0	1	0	1
278	0.986580614	-0.859463175	0	1	0	1
279	-0.006170796	1.539116169	1	1	0	1
280	0.319052358	-1.614466177	0	0	1	0
281	-1.011821903	-1.077316458	0	0	1	1
282	0.470167548	-0.901360547	0	0	1	0
283	-0.700970332	-1.521112361	1	0	0	0
284	0.813682863	1.484693845	0	0	0	0
285	-0.811430784	1.03370332	1	1	0	1
286	0.319397487	1.371266498	0	0	0	1
287	-0.846522653	-0.608921441	1	0	0	1
288	-0.245763179	0.085597093	0	0	0	0
289	-1.552859011	1.118507491	0	0	0	0
290	0.128434033	1.060529788	1	1	0	1
291	0.985443389	0.560136774	0	0	0	1
292	0.183247523	0.158147541	0	1	0	0
293	-1.766229213	-1.164173222	0	1	0	0
294	-0.620533697	0.309686196	0	0	0	0
295	1.656043037	-0.178493815	0	0	0	1
296	1.809805386	-0.654524572	1	0	1	1
297	-1.175036768	1.576157264	1	0	0	0
298	-0.366703259	-0.701403737	0	0	0	1
299	0.353625449	0.242876389	0	0	0	0
300	0.319156221	0.516035756	0	1	0	1
301	-0.579956989	1.051154762	0	1	0	0
302	-0.953278702	0.367304396	0	0	0	1
303	-0.179428587	1.973215315	0	0	0	1
304	1.009808215	0.445136748	0	0	0	1
305	0.023626615	-0.488480168	0	1	0	0
306	-0.64902822	0.102511536	1	1	0	1
307	-0.504374222	0.669129246	0	0	0	0
308	1.614391495	-2.190508808	0	1	1	1
309	-0.446959811	-0.095564051	1	1	0	1
310	0.763176761	0.041525709	1	0	0	1
311	1.471718686	-0.238600874	0	1	0	1
312	0.443664904	0.051368536	1	0	1	1
313	-0.42172187	-1.99180636	1	0	0	0
314	-0.040001626	0.346236285	0	0	0	0
315	-0.492279968	0.003029343	1	1	0	1
316	1.227717117	-0.492428501	0	0	1	1
317	-0.149553565	-2.864418723	1	0	1	0
318	1.549983384	-0.411212737	0	1	0	1
319	-0.561612535	0.118208538	1	0	0	1
320	-0.647117251	-0.071160768	0	0	0	0
321	0.143132159	-0.608697429	0	0	0	0
322	0.024188648	0.321645288	1	0	0	1
323	-0.504451525	-0.910489532	0	0	1	0
324	-1.58139681	0.699281047	0	0	0	0
325	0.030066421	0.825732375	0	0	0	1
326	-0.716576699	0.957543412	1	1	0	1
327	1.082610955	0.79884627	0	1	0	1
328	-0.952685455	-0.35212721	0	0	0	0
329	1.126482729	-0.024946828	1	1	0	1
330	-0.649043017	1.245073372	1	0	0	1
331	0.292470078	0.610941959	0	0	0	0
332	0.898702724	0.346883033	0	1	0	1
333	-0.518742357	1.279179711	1	0	0	1
334	0.554438552	-0.626845842	0	0	0	1
335	-0.087973671	0.025263272	1	0	0	0
336	-1.135212929	1.301509003	0	0	0	0
337	-0.270079611	-0.249789695	0	1	0	0
338	1.619789878	0.134998345	0	1	0	0
339	-0.214131174	-0.146673231	0	0	0	1
340	-0.817782463	1.233930594	1	1	0	1
341	-0.054022924	0.135425982	0	1	0	0
342	0.33014161	0.067240292	1	0	0	1
343	0.955324615	-0.681222109	0	0	1	0
344	1.143959878	-0.41846294	0	1	0	1
345	0.100522398	-1.569214209	0	0	1	0
346	1.164575246	0.409586541	1	0	0	1
347	-0.764259948	0.847803193	0	0	0	1
348	-2.344513405	-1.33738431	0	0	0	0
349	-0.471683426	0.401354729	1	0	0	0
350	-0.51585549	0.328935897	0	0	0	0
351	-2.316036152	0.195321	0	0	0	1
352	0.562471757	0.07146261	1	1	0	0
353	-0.783775139	1.634933261	0	0	0	1
354	-0.226053986	0.333007078	1	0	0	0
355	-1.587102988	1.401812623	0	0	0	0
356	0.547524202	0.451017021	0	0	1	0
357	1.891227017	0.487323596	0	0	1	1
358	-0.87807711	-0.539737455	0	1	0	0
359	-0.112558911	2.690907416	0	0	0	0
360	1.948713065	-0.059816076	0	0	1	1
361	0.933816332	-0.497475868	0	1	0	1
362	1.913059422	0.38241715	1	0	0	1
363	-0.005234058	0.409180178	0	1	0	1
364	-0.152260049	0.723745923	0	0	0	1
365	-0.509631657	-0.914924574	1	0	0	1
366	1.434573703	-0.137185092	0	1	0	1
367	-1.285838532	1.574293278	1	1	0	1
368	0.307314215	-0.482917703	0	0	1	0
369	-0.046318533	-0.356190513	0	0	0	1
370	2.2518418	0.610222274	0	1	0	0
371	-0.608033729	-0.606035147	0	1	0	0
372	-1.50928817	1.134512003	0	0	0	0
373	0.23263177	0.422468289	0	1	0	0
374	-0.039648696	0.089549711	1	0	0	1
375	-0.839125068	-1.591713994	0	0	1	0
376	0.132291088	-0.347167014	1	1	0	0
377	-0.275524747	2.034295984	0	1	0	1
378	-0.678758641	-0.285905156	1	1	0	0
379	0.500835932	0.654378783	0	1	0	1
380	-0.331662312	-0.924747617	1	0	0	1
381	-1.834980251	-1.590703039	1	1	0	0
382	-2.651741248	0.70939847	0	0	0	0
383	-0.580582172	1.449326796	0	0	0	1
384	1.454186871	-1.544380309	0	1	1	1
385	0.83812938	0.846069248	1	0	0	1
386	1.21505358	0.330932471	0	0	0	1
387	0.982505443	-0.366187311	0	0	1	0
388	0.315764024	1.749284983	1	1	0	1
389	-1.507062628	-1.005144961	0	0	0	0
390	0.205569787	-0.117439299	0	0	0	1
391	1.59722809	0.668505547	0	1	0	1
392	-3.396063535	-1.082474021	0	0	0	0
393	-0.781352284	1.105967806	0	0	0	0
394	1.102464641	-0.114153382	1	0	0	1
395	0.528745019	1.229148304	0	0	0	0
396	0.789394404	-0.023296816	0	0	0	1
397	0.457099506	-0.735105467	1	0	0	1
398	0.538833116	-1.340514833	1	0	1	1
399	0.014643122	-1.373065892	0	1	0	1
400	-0.916489136	-0.149057094	1	0	0	0
401	-1.226815091	-2.006275959	1	1	0	1
402	0.036152868	-1.559568537	0	0	1	0
403	-0.421393114	1.962701569	1	1	0	1
404	-0.899364408	-0.178318224	1	1	0	0
405	0.417441317	1.357620673	0	0	0	0
406	0.153444737	1.648992047	0	0	0	1
407	1.463283045	0.119484571	0	0	1	1
408	-1.121502497	0.003620616	1	0	0	1
409	-0.517788083	0.196443446	0	0	0	0
410	-0.074947088	0.679739507	0	1	0	1
411	-1.407790081	0.801124845	0	1	0	0
412	-0.284705868	-2.01520058	1	0	1	1
413	-0.708171178	0.047395988	0	0	0	0
414	-2.147639001	0.613096607	0	1	0	1
415	-0.283837161	-0.170018481	1	0	0	1
416	-0.534072164	0.225759524	0	0	0	0
417	1.133010194	0.892404141	0	1	0	1
418	-0.604068923	-0.147613099	0	0	0	0
419	0.557511596	1.53718231	1	0	0	1
420	0.142629293	0.452619355	1	1	0	0
421	-1.236860215	-1.595694253	0	1	0	0
422	0.374143973	-0.187165292	0	0	1	1
423	-0.106086123	0.567634468	1	0	0	0
424	0.166061987	0.162679117	0	0	0	0
425	0.658034848	-1.371983013	0	0	1	0
426	0.11396292	-1.883952512	1	0	1	1
427	1.585159164	-0.068047008	1	0	0	1
428	0.11555344	0.687306934	1	0	0	1
429	-1.253999039	-0.708000729	0	0	0	0
430	0.741864779	0.377677269	0	0	0	0
431	-1.222901615	0.580757739	1	0	0	0
432	-1.918894132	0.974626092	0	0	0	0
433	-0.80993639	0.587452509	0	1	0	1
434	-0.744677229	0.245278779	0	0	0	0
435	-0.607505923	-1.566003704	0	0	1	0
436	1.606759566	-0.508128148	0	0	1	1
437	1.635599446	0.858278854	0	1	0	1
438	0.726091097	0.451866719	0	0	0	0
439	-1.273834925	-0.897904237	0	0	0	0
440	0.023146555	0.319011145	1	1	0	0
441	0.487121234	-0.093964511	1	1	0	0
442	-0.137027503	1.264308325	0	0	0	1
443	0.171745482	-0.034009365	0	1	0	0
444	-0.944793915	-0.38816903	0	0	0	0
445	-1.287620306	-0.260454832	0	0	0	0
446	1.407765739	-0.877434514	0	0	1	0
447	0.267372689	1.292751431	1	0	0	1
448	-0.408397642	0.165187854	1	1	0	1
449	0.32527122	-0.603207076	0	0	0	0
450	2.062480973	0.398603901	1	0	1	1
451	0.362666956	0.858952125	1	0	0	1
452	1.411404645	-0.421912469	0	1	0	0
453	1.367544315	-0.305488889	0	0	1	1
454	-0.407176147	-0.059188015	0	1	0	1
455	0.762541731	-2.001872188	0	0	1	1
456	-0.651200823	0.155436421	0	0	0	0
457	-1.473655779	0.042562228	0	1	0	0
458	-1.201665796	-0.262039199	1	0	0	0
459	-0.148720478	-1.021193258	0	0	0	0
460	1.797062429	1.065357103	1	0	0	1
461	0.104808718	-0.457590838	0	0	1	0
462	-0.802837973	0.135303913	0	0	0	1
463	0.230374964	2.112787596	0	0	0	1
464	0.697975193	-0.591833695	0	0	1	1
465	-1.295201732	-0.668737894	1	0	0	0
466	-1.054680218	0.153878741	0	0	0	0
467	-1.94160749	-0.285391612	0	0	0	0
468	-1.269560593	-0.492696439	1	0	0	0
469	-0.887438811	0.409771539	0	1	0	0
470	-0.291915763	0.229356451	0	0	0	1
471	1.410094053	-1.074625633	0	0	1	0
472	0.88864143	-1.380750854	0	0	1	1
473	0.27297432	0.598233241	0	1	0	1
474	-0.566641466	-0.839468642	1	0	0	1
475	-0.040206937	-0.95542506	0	0	0	1
476	0.547612245	1.236218071	0	1	0	1
477	-0.504033322	0.075984152	0	0	1	0
478	1.05907013	-0.539572908	0	1	0	0
479	1.097453566	0.773538119	0	1	0	1
480	-1.16650463	1.304300524	0	0	0	0
481	-0.74691131	0.985109974	1	0	0	0
482	1.206738733	-1.011721511	0	1	0	0
483	-1.687219881	-0.606029026	0	0	0	0
484	0.419709895	0.316726056	0	0	0	1
485	0.233498762	-1.364691109	0	0	1	1
486	3.195901198	-0.38196628	0	1	0	1
487	-2.729680341	-0.014292741	0	1	0	1
488	-0.840795801	-0.065418132	0	0	0	0
489	0.674028669	0.223432419	0	0	0	1
490	1.67432651	0.183182167	0	1	0	0
491	0.839687084	0.890661242	0	0	0	1
492	-1.428368436	-0.053071845	1	0	0	1
493	2.239388169	-0.829858116	0	0	1	0
494	-1.757266224	-0.121029098	1	0	0	1
495	-1.113016088	-0.209658043	0	0	0	0
496	-0.043140391	0.039589562	1	1	0	1
497	2.225586909	1.480990197	1	1	0	1
498	0.506316587	0.566660058	0	0	0	1
499	0.730396051	1.789580359	1	0	0	1
500	1.728077595	1.114047851	1	0	0	1
501	0.984779968	1.794074529	1	0	0	1
502	-1.224737876	-1.3645489	0	0	0	0
503	0.709726218	-0.707439985	1	0	0	1
504	-0.109219993	-0.556284346	0	0	0	0
505	1.782607895	-0.310081094	0	0	1	1
506	-0.24344468	-0.376179336	0	0	0	0
507	-1.527107022	0.458526008	1	0	0	0
508	0.491834371	-1.261149149	0	0	1	0
509	0.354503661	-0.527465163	0	0	1	0
510	-0.017626348	-0.556814222	0	1	0	1
511	-1.056550322	-0.374438726	1	0	0	0
512	-0.838914666	-0.604399981	0	0	0	0
513	-0.012625716	1.203127071	0	1	0	0
514	1.038110146	0.768873233	1	1	0	1
515	-0.364457714	0.238351023	1	0	0	1
516	-0.871449472	-1.415028141	0	0	1	0
517	-2.704203025	2.933774387	0	1	0	0
518	0.494249837	0.935025757	0	0	0	1
519	0.427340325	1.233884522	1	0	0	1
520	1.30919086	-1.891384722	1	1	1	1
521	1.466722642	-0.222651293	0	0	0	0
522	-0.143056066	0.768127528	0	0	0	1
523	1.298513726	0.387953658	0	1	0	1
524	0.001313548	0.609133032	0	0	0	0
525	-0.676410076	0.590518608	0	0	0	0
526	-0.848196597	-0.435140753	0	0	0	1
527	-0.3469411	-0.250769898	1	0	0	0
528	0.227479443	-0.926269384	0	0	1	0
529	-0.027401404	1.087435803	0	1	0	0
530	0.200877791	-1.943959216	0	0	1	0
531	0.198942672	-0.280620438	0	0	0	0
532	0.714599356	0.812077557	0	0	0	0
533	-0.273181775	-0.207703687	0	0	0	0
534	1.635347458	1.45075732	0	1	0	0
535	0.437693886	0.841493178	1	0	0	1
536	-1.193535851	-0.865737822	1	0	0	0
537	-0.276649804	-0.059877807	0	0	0	0
538	0.515883051	0.011531153	1	1	0	1
539	-0.411055332	0.269111451	0	0	0	0
540	0.344995049	-0.528160506	0	0	1	1
541	0.434395861	-0.617073841	0	0	0	0
542	1.303477683	-0.262372515	0	1	0	1
543	-0.651695911	0.912347171	0	0	0	1
544	-0.016880862	1.123610587	0	1	0	1
545	-0.567692455	-0.603519714	0	0	0	1
546	-1.12713287	0.055323394	0	1	0	1
547	-1.848970311	-1.000658433	1	1	0	0
548	0.195529055	-0.758178829	0	0	1	0
549	0.601565225	-0.611435815	0	0	0	0
550	0.63915816	-1.316722263	0	0	1	0
551	-1.389992817	-2.007415017	0	1	0	1
552	-1.129677853	0.768002128	0	0	0	1
553	-1.141154195	0.405761314	0	0	0	0
554	-0.6886715	-0.831715879	1	0	0	0
555	0.170197818	0.958075773	1	1	0	1
556	0.594483427	1.810719251	1	1	0	1
557	-0.815032651	-2.550014485	1	0	1	0
558	-2.864346837	1.150255081	0	0	0	0
559	0.953823482	1.227893654	0	0	0	1
560	0.615284771	0.152103163	0	0	0	0
561	-0.700870701	-0.523083809	1	1	0	1
562	-1.073661341	-1.101593364	0	1	0	0
563	-0.299991197	-0.879730281	1	1	0	0
564	0.108106563	-0.636700258	0	0	0	0
565	0.723200764	-2.105931431	1	0	1	0
566	1.390095096	-0.64625836	0	1	0	0
567	-0.848883398	0.986793426	0	0	0	0
568	0.290722845	-0.754900146	0	1	0	1
569	1.334176034	1.565204863	0	1	0	1
570	-0.901342155	-0.050049261	0	0	0	0
571	-0.222763413	0.111028706	1	0	0	1
572	-1.771468028	0.475471046	0	0	0	0
573	0.28742225	-0.939003905	0	0	1	1
574	-0.641191762	-0.77404562	1	0	0	1
575	-0.924937642	-0.423558467	0	1	0	0
576	-0.779977469	1.772879494	1	0	0	1
577	0.444503374	0.426550658	0	0	0	1
578	-2.162469003	-0.094470173	0	1	0	0
579	-0.4255109	-1.116595434	0	0	0	1
580	-1.013717659	-0.087435147	0	0	0	0
581	-0.962119028	0.39252609	1	0	0	1
582	0.474634627	-0.360622169	1	0	0	1
583	0.35175427	-0.887984362	1	1	0	0
584	-0.107020356	-0.946416554	0	0	1	0
585	0.537517257	-0.219911556	0	1	0	0
586	-0.602104898	0.342220117	0	0	0	0
587	-2.023297645	0.969924129	0	0	0	0
588	1.154421281	-1.33545314	0	0	1	1
589	-0.230692998	-0.800879475	0	0	0	1
590	-0.365088768	-2.046796344	0	1	0	0
591	0.157517929	0.110056218	0	0	0	1
592	0.765932223	0.716100374	0	0	0	0
593	0.426086966	0.254120602	1	1	0	0
594	0.9272654	1.228762188	0	0	0	1
595	0.046134593	0.583404006	1	0	0	1
596	-0.504285643	-0.587124774	0	0	0	0
597	-0.300449408	1.446665358	0	0	0	1
598	0.822915979	0.443394035	0	0	0	1
599	-0.849268796	0.577946886	0	0	0	0
600	-0.953610096	-0.921834964	0	0	1	0
601	0.313478716	-0.249326705	0	1	0	0
602	0.612473307	-1.221898646	0	0	1	0
603	-1.691083228	-0.072539646	1	0	0	1
604	0.784698627	1.364901245	0	1	0	0
605	0.011925135	-0.45753102	1	0	0	0
