	age	educ	black	married	nodegree	re74	re75	re78	hisp	sample	treat	educ_cat4
271	44	12	0	1	0	8270.06543	8359.016602	12610.91895	0	2	0	2
272	44	12	0	1	0	21465.72656	17532.62891	25564.66992	0	2	0	2
273	44	12	0	1	0	18916.7207	16182.72559	21121.14648	0	2	0	2
274	44	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
275	51	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
276	51	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
277	51	12	0	1	0	20376.375	22110.48438	23495.85156	0	2	0	2
278	51	12	0	1	0	11755.60059	10741.93555	8866.359375	0	2	0	2
279	51	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
280	51	12	0	1	0	10648.61523	4434.628906	0	0	2	0	2
281	51	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
282	39	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
283	39	10	0	1	1	25862.32227	25243.54883	25564.66992	0	2	0	1
284	54	6	0	1	1	14451.55176	14915.17773	16450.05273	1	2	0	1
285	51	1	0	1	1	20309.75977	13584.96777	0	0	2	0	1
286	47	18	0	1	0	17999.7832	23184.67773	25564.66992	0	2	0	4
287	47	16	0	1	0	25260.82617	25243.54883	4422.835449	0	2	0	4
288	47	14	0	1	0	0	0	0	0	2	0	3
289	38	12	0	1	0	25744.76563	19570.01563	16631.8125	0	2	0	2
290	38	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
291	43	14	0	1	0	21996.6875	23066.51563	594.0460815	0	2	0	3
292	47	13	0	1	0	3309.20166	762.6774292	1915.133667	0	2	0	3
293	47	12	0	1	0	25862.32227	23979.58008	25564.66992	0	2	0	2
294	47	12	0	1	0	9860.990234	13128.43555	6598.049316	0	2	0	2
295	47	12	0	1	0	23370.13477	3827.709717	23225.42773	0	2	0	2
296	47	12	0	1	0	25862.32227	25243.54883	20609.85156	0	2	0	2
297	47	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
298	47	12	0	1	0	3136.786133	2866.306396	4945.950684	0	2	0	2
299	47	12	0	1	0	10897.44238	20316.58008	19395.16211	0	2	0	2
300	47	12	0	1	0	14392.77441	9538.838867	664.9769287	0	2	0	2
301	47	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
302	47	12	0	1	0	15356.7334	5934.919434	11051.91699	0	2	0	2
303	43	12	0	1	0	0	18212.95117	12893.16406	0	2	0	2
304	43	12	0	1	0	0	0	0	0	2	0	2
305	43	12	0	1	0	25862.32227	23243.75781	25564.66992	0	2	0	2
306	43	12	0	1	0	0	0	0	0	2	0	2
307	43	12	0	1	0	24747.49805	22597.45117	12305.0293	0	2	0	2
308	43	12	0	1	0	19334.04492	17996.32227	19664.10742	0	2	0	2
309	43	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
310	43	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
311	43	12	0	1	0	25862.32227	25243.54883	13119.25684	0	2	0	2
312	43	12	0	1	0	12968.38672	16773.5332	21944.24023	0	2	0	2
313	43	12	0	1	0	21395.19336	19550.32227	21211.28711	0	2	0	2
314	43	12	0	1	0	23961.83203	22735.30664	20298.05273	0	2	0	2
315	43	9	0	1	1	23091.91797	21363.91992	25508.51563	0	2	0	1
316	50	18	0	1	0	23203.59766	25243.54883	25564.66992	0	2	0	4
317	50	18	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	4
318	50	18	0	1	0	25836.85156	25243.54883	25564.66992	0	2	0	4
319	50	18	0	1	0	25862.32227	25243.54883	7573.348633	0	2	0	4
320	43	8	0	1	1	14784.62695	14250.96777	7815.695801	0	2	0	1
321	43	8	0	1	1	23089.95898	21548.32227	20738.41406	0	2	0	1
322	43	8	0	1	1	22966.52539	22640.41992	21846.70898	0	2	0	1
323	53	16	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	4
324	50	16	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	4
325	18	11	0	0	1	460.4277039	179.0322571	25564.66992	0	2	0	1
326	47	12	0	1	0	0	0	0	1	2	0	2
327	18	12	0	0	0	0	1416.145142	11273.57617	0	2	0	2
328	50	13	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	3
329	50	13	0	1	0	0	4305.725586	16651.02344	0	2	0	3
330	53	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
331	53	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
332	53	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
333	53	12	0	1	0	0	0	0	0	2	0	2
334	53	12	0	1	0	19927.70313	18323.95117	13943.82813	0	2	0	2
335	53	12	0	1	0	1782.932739	1765.258057	0	0	2	0	2
336	53	12	0	1	0	25862.32227	21005.85547	19050.85156	0	2	0	2
337	53	12	0	1	0	21140.48828	21063.14453	22032.90234	0	2	0	2
338	53	12	0	1	0	2917.348389	1801.064575	1338.820313	0	2	0	2
339	53	12	0	1	0	25787.86914	25243.54883	25564.66992	0	2	0	2
340	53	12	0	1	0	16322.65137	21986.95117	18564.67969	0	2	0	2
341	53	12	0	1	0	20533.11523	18263.08008	18072.5957	0	2	0	2
342	53	10	0	1	1	17219.99609	15269.66113	0	0	2	0	1
343	53	10	0	1	1	9392.724609	10473.38672	8128.974121	0	2	0	1
344	50	12	0	1	0	0	0	0	0	2	0	2
345	50	12	0	1	0	0	0	0	0	2	0	2
346	50	12	0	1	0	25862.32227	25243.54883	25168.63867	0	2	0	2
347	50	12	0	1	0	23086.04102	24441.48438	25564.66992	0	2	0	2
348	37	14	0	1	0	23317.23438	23399.51563	25564.66992	0	2	0	3
349	53	7	0	1	1	19257.63281	10331.95117	8739.275391	0	2	0	1
350	53	7	0	1	1	20825.04688	18488.66211	18690.28516	0	2	0	1
351	37	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
352	19	13	0	0	0	3871.51123	4916.225586	1687.563721	0	2	0	3
353	53	6	0	1	1	15983.69824	17999.90234	18162.73828	0	2	0	1
354	19	12	0	0	0	1383.24231	134.2742004	2107.238037	0	2	0	2
355	19	12	0	0	0	6005.152832	8242.645508	15368.35645	0	2	0	2
356	46	18	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	4
357	46	18	0	1	0	25862.32227	25243.54883	1182.181274	0	2	0	4
358	42	14	0	1	0	0	7095.04834	10790.35938	0	2	0	3
359	20	12	0	0	0	0	1147.596802	15554.5498	0	2	0	2
360	42	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
361	42	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
362	42	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
363	42	12	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	2
364	42	12	0	1	0	25862.32227	20782.06445	16445.61914	0	2	0	2
365	42	12	0	1	0	25862.32227	25223.85547	22858.95313	0	2	0	2
366	42	12	0	1	0	20039.38086	25243.54883	25564.66992	0	2	0	2
367	20	12	0	0	0	6882.904297	4482.967773	7709.299316	0	2	0	2
368	20	12	0	0	0	5084.297363	8745.725586	21251.18555	0	2	0	2
369	20	12	0	0	0	239.0305481	19.6935482	8653.566406	0	2	0	2
370	20	12	0	0	0	8048.667969	8579.225586	6671.935547	0	2	0	2
371	46	14	0	1	0	16497.02734	14267.08105	20896.53125	0	2	0	3
372	46	14	0	1	0	8097.649902	13740.72559	5346.414551	0	2	0	3
373	46	14	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	3
374	46	14	0	1	0	25862.32227	25243.54883	25564.66992	0	2	0	3
375	46	13	0	1	0	14216.43945	15121.06445	16012.64551	0	2	0	3
376	46	12	0	1	0	22380.70508	20753.41992	16993.85547	0	2	0	2
377	46	12	0	1	0	19743.53125	21206.37109	25564.66992	0	2	0	2
378	46	12	0	1	0	14098.88379	14009.27441	14271.88281	0	2	0	2
379	46	12	0	1	0	9794.375	21483.87109	17732.71875	0	2	0	2
380	46	12	0	1	0	18636.54492	18214.74219	20485.72266	0	2	0	2
381	46	12	0	1	0	16743.89453	16445.90234	17302.70117	0	2	0	2
